Target	SeqId	Type	Dilution	RefLog10Median	RefLog10MAD	RefMedian	RefSD
ACOX1	21552-9	Protein	20.0	4.2112700880226095	0.5227075761690614	16265.6	27179.893308074363
FAM3A	21555-17	Protein	20.0	3.441050676746221	0.16055982945338604	2760.9	1796.7600276552187
SG1D1	21562-3	Protein	20.0	3.2760939917592173	0.11342403814629295	1888.4	7382.993101353152
sPLA(2)-XII	21563-3	Protein	20.0	4.306169737503317	0.24893624107127388	20238.1	17673.546061882673
C1QT4	21567-214	Protein	20.0	2.994932736730042	0.0865487494466554	988.4	950.5100846530244
STK10	21569-49	Protein	0.5	3.562720998598944	0.1809687208471523	3653.6	2201.3573005085946
XYLT2	21572-91	Protein	20.0	2.4674601095072637	0.07559200179427615	293.4	1130.6374864499971
S100A15	21574-106	Protein	20.0	2.6935510855959133	0.13179312735619772	493.8	1532.6427712960456
FKBP5	21577-35	Protein	20.0	3.4102878494014606	0.3594018448150156	2572.1	4969.172330920579
MYPC3	21579-35	Protein	20.0	2.382917135087531	0.10210577761446818	241.5	3633.8108777287503
CDK15	21581-87	Protein	0.5	3.8792908953172978	0.09902594734373453	7573.4	5888.744700162962
RL26L	21583-14	Protein	20.0	3.337039739920378	0.2453859026892696	2172.9	10561.327546596283
KCTD4	21588-4	Protein	20.0	2.8323172699222616	0.09052185048922302	679.7	1525.036906183399
DPPA4	21589-80	Protein	20.0	2.6405808064896528	0.07622564453894012	437.1	1143.9664622101045
ANRA2	21590-9	Protein	0.5	3.269302750869341	0.12309252646142922	1859.1	1611.3524787884596
GBA3	21592-8	Protein	20.0	2.8898057518680855	0.0849484208547165	775.9	1736.944147208511
CCD43	21595-8	Protein	0.5	3.866883715037656	0.10036553949760987	7360.1	4023.0151016250934
CGL	21599-6	Protein	20.0	2.379305517750582	0.09827044429967245	239.5	683.759093829631
CNBP1	21600-10	Protein	20.0	3.4927184936477444	0.25364157803187426	3109.7	2891.4143761161854
CUTA	21604-2	Protein	20.0	3.01556930642988	0.08778302819182242	1036.5	3709.671778318881
GEMI6	21614-2	Protein	20.0	2.9894498176666917	0.09135451618382197	976.0	1023.1393153450971
KBRS2	21624-64	Protein	20.0	2.8590181438888944	0.08966532694764516	722.8	933.5209146210938
MCA3	21628-6	Protein	20.0	2.8732624594387266	0.2429763301016583	746.9	1169.9241611255186
NCBP2	21636-63	Protein	20.0	2.940715656906663	0.10667871331431619	872.4	1761.5703141045024
PPIL3	21638-5	Protein	20.0	2.45178643552429	0.10692290204509526	283.0	2174.987346899399
RS20	21643-8	Protein	20.0	3.0950995796456136	0.1624382462013012	1244.8	4654.426097535499
SNIP1	21645-6	Protein	20.0	2.7771367125041726	0.1893349590937901	598.6	965.0402328853943
SPEE	21647-9	Protein	20.0	2.3866772839608377	0.11866428350217051	243.6	855.1180483021725
STX17	21649-12	Protein	20.0	3.6331754604893143	0.15024548012329217	4297.1	17319.205419824044
TXN4A	21651-9	Protein	0.5	4.198907146582473	0.19288352582068996	15809.1	10983.333946681118
URM1	21653-205	Protein	20.0	3.376978220308016	0.09695310134023825	2382.2	953.5626294390261
FOPNL	21655-18	Protein	20.0	3.3142886609474975	0.11206381923745186	2062.0	1644.2622718817138
PHB2	21658-15	Protein	20.0	3.3188143487606596	0.06936649150056258	2083.6	1420.5374743981151
SAR1B	21660-4	Protein	20.0	3.640997910366582	0.07342733161861913	4375.2	10175.54938894655
DMP4	21661-82	Protein	0.5	4.83939193414269	0.0582652220494923	69086.3	9771.085852428208
DYRK3	21662-121	Protein	20.0	2.6285932558512592	0.06696581442730819	425.2	5891.32329159995
SIA8A	21663-149	Protein	20.0	3.5937179309195364	0.09582684747698098	3923.9	4236.233353418636
H2AY	21664-6	Protein	20.0	2.605412798153051	0.09723533938964507	403.1	994.8379782816667
PDE1B	21667-57	Protein	20.0	2.5376931943673906	0.10698700369110509	344.9	7979.886252859886
WWP2	21670-52	Protein	20.0	3.01556930642988	0.10138143816701019	1036.5	1431.9986984550644
Butyrophilin 1A1	21674-132	Protein	20.0	2.3961993470957363	0.12104724974588106	249.0	1921.0553774907962
PAI-2	21676-17	Protein	20.0	3.5704728867352173	0.1251689182123949	3719.4	1651.6714357480184
CAD20	21679-16	Protein	20.0	3.4080023955506547	0.10595063123841382	2558.6	1162.3232776016594
ADAM 28	21681-10	Protein	20.0	2.885530833188092	0.08298091538444916	768.3	1383.2613309847677
DCC	21685-29	Protein	20.0	3.9515657791650525	0.17190024601391107	8944.7	3876.551316910011
PPR29	21687-3	Protein	20.0	2.778946727968617	0.09816734632278157	601.1	8499.97095515663
VLA-4	21688-50	Protein	20.0	3.3851055634426555	0.17280631321312906	2427.2	1318.8266898787274
LRRC4	21690-31	Protein	20.0	3.84078336672336	0.08680236275092702	6930.8	2464.076972817293
LRFN3	21691-27	Protein	20.0	2.7816835845073506	0.12103857114118012	604.9	2165.0100119636922
CD8A/CD8B Complex	21692-12	Protein	20.0	2.7948364578145615	0.0754371139625254	623.5	1170.0522927519319
CAD13	21693-14	Protein	20.0	3.393645386605536	0.11273951109016157	2475.4	1162.7536798398528
LRFN4	21696-80	Protein	20.0	3.330129562487524	0.09921531631180533	2138.6	732.0016547644657
AGRF2	21697-57	Protein	20.0	3.1562461903973444	0.1259123601922987	1433.0	5706.326301708901
Integrin a11b1	21698-11	Protein	20.0	3.06039561731991	0.147745050542273	1149.2	4074.3295724430677
Activin RIA	21703-31	Protein	20.0	3.012837224705172	0.16201923242913976	1030.0	1439.488310283654
PCD12	21704-8	Protein	20.0	2.5825178836040625	0.13868907400054636	382.4	1109.9431868890506
METRL	21705-33	Protein	0.5	3.1275259245876943	0.06596524976684583	1341.3	490.6123777407012
LIRA1	21706-29	Protein	0.5	3.3092467972536714	0.1249734485509776	2038.2	1180.0906859788965
C1QL3	21707-15	Protein	20.0	3.152502380461126	0.09938388323168221	1420.7	1133.7078126103333
FCGRN	21708-149	Protein	0.5	4.120465344011409	0.11818812898163668	13196.7	4058.4948514027064
HCE001796	2171-12	Hybridization Control Elution	0.0	4.925994460008415	0.04468257359687177	84332.4	9329.543693975798
NLGNY	21710-16	Protein	20.0	2.3944516808262164	0.06466483681123075	248.0	361.84937059070506
BAI1	21711-86	Protein	20.0	2.5376931943673906	0.09944211949402952	344.9	642.9475909116591
RELN	21713-11	Protein	0.5	3.7969557343208025	0.11046317383214674	6265.5	1862.3884154561574
SENP1	21715-40	Protein	20.0	2.4387005329007363	0.0695028265000533	274.6	1211.9694365237094
FUT7	21716-29	Protein	20.0	2.573683693093798	0.06732442934787938	374.7	553.0176652507791
UB2Q2	21717-44	Protein	20.0	3.001863462692524	0.364446260016067	1004.3	1780.209302542944
HYAL4	21718-150	Protein	20.0	2.3727279408855955	0.05883545457966049	235.9	444.3174270057202
FUT11	21720-13	Protein	20.0	2.846213363879387	0.10327429461437357	701.8	1068.4382219575198
CHSTA	21721-6	Protein	20.0	3.052655473039527	0.06612678197248681	1128.9	1248.2426494493118
GALT4	21722-21	Protein	20.0	3.275886960301226	0.10947128894353994	1887.5	2179.0932627371403
GALNS	21724-22	Protein	0.5	3.3607637659541547	0.12662362154758913	2294.9	1800.6806395037725
SIA7D	21726-73	Protein	20.0	2.841797298874355	0.07919584180376828	694.7	2389.092524796262
UB2Q1	21727-15	Protein	20.0	3.4426678703372526	0.4597371903537003	2771.2	5655.305249348759
UBP2	21728-4	Protein	20.0	2.3289908554494287	0.0783495146272449	213.3	525.3764782196197
UBP19	21730-56	Protein	20.0	2.896250562461638	0.16975081945408935	787.5	1522.2912601921914
UB2Q1	21732-78	Protein	20.0	2.443262987458695	0.07997629797869835	277.5	1929.002648196349
OGT1	21733-11	Protein	20.0	2.2706788361447066	0.10109941487589588	186.5	805.2117311084372
C1GLT/C1GLC Complex	21734-36	Protein	20.0	2.6770591773921613	0.09138052059100892	475.4	1071.4504964817936
HS2ST	21736-60	Protein	20.0	3.181471992946307	0.15736941703293633	1518.7	1322.9889420224724
SIAT2	21737-20	Protein	20.0	3.403154851398507	0.11264795712432844	2530.2	1046.3890120030114
GLCNE	21739-7	Protein	20.0	2.9706257766882946	0.17437871633940324	934.6	1398.7449242803038
UBP1	21740-26	Protein	20.0	2.4111144185509046	0.07715193963512965	257.7	316.5282098506099
OTU7B	21742-43	Protein	20.0	2.6644539285811577	0.28921683787562724	461.8	898.2123524017809
WDR48	21743-1	Protein	20.0	3.3915701954182165	0.37217871490693066	2463.6	5967.742405089607
UBP10	21746-13	Protein	20.0	3.1075491297446862	0.12131967323974194	1281.0	1540.762885644038
UBE2N/UB2V1 Complex	21747-114	Protein	20.0	4.013031138166238	0.2823439926605003	10304.6	9015.400516595642
UBE2N/UB2V1 Complex	21747-8	Protein	0.5	3.3469785337693154	0.3766513249784872	2223.2	3605.525784694367
UBP46/WDR48 Complex	21748-36	Protein	20.0	2.9793206973820245	0.17475013542400844	953.5	1258.9005742530608
BAP1	21750-25	Protein	20.0	2.400537989391946	0.06997718507496982	251.5	627.6581949526675
USP12/WDR48 Complex	21751-6	Protein	20.0	3.451878502333504	0.16348053263885232	2830.6	2081.3122017199703
MIRO1	21752-10	Protein	20.0	2.9152414973061944	0.3462103819186464	822.7	4736.133723236938
ZRAN1	21754-5	Protein	20.0	2.965013450272248	0.1992033777173981	922.6	1441.2121536458844
UBP12	21755-27	Protein	20.0	2.794139355767774	0.22355475935264538	622.5	6391.92759447185
UBE2N/UBE2V2 Complex	21756-5	Protein	0.5	4.035269600099436	0.3873612274922328	10846.0	12904.084123232386
UBP22	21757-49	Protein	20.0	2.953227971559854	0.3499785499467107	897.9	1668.6879358210142
SENP2	21758-65	Protein	20.0	2.413299764081252	0.09376817139746793	259.0	618.9175271486664
UBP1/WDR48 Complex	21759-23	Protein	20.0	2.5615783683009608	0.07765254543101884	364.4	998.9141256860031
UBE1	21760-22	Protein	20.0	4.036628895362161	0.4537960465361898	10880.0	16876.954718085657
UBP46	21761-213	Protein	20.0	2.7338390006971496	0.19557928543162081	541.8	5267.180497183094
UBP11	21762-32	Protein	20.0	2.4050046650503694	0.06799217825929117	254.1	379.48021927152325
UBP4	21763-46	Protein	20.0	3.3227979683463875	0.44934728453168954	2102.8	4426.776511174166
UBP30	21764-99	Protein	20.0	2.727622577969137	0.08238244256486708	534.1	714.0427952534493
CYLD	21765-10	Protein	20.0	3.096805769822717	0.3095597190572416	1249.7	2892.509579744334
SPHM	21766-50	Protein	20.0	3.948251542562938	0.1277176793054028	8876.7	7628.733243331939
GLT14	21767-129	Protein	20.0	3.4463507345823055	0.13396672020605122	2794.8	1199.3411741556909
MGT5A	21768-9	Protein	0.5	3.72608303050101	0.07739990816492605	5322.1	1155.2849613631804
XYLB	21769-10	Protein	20.0	2.9511917579347062	0.11838931104828707	893.7	1553.1831093721012
B3GA1	21770-18	Protein	20.0	2.7062055418819706	0.2047788132086858	508.4	668.5091408004839
MGAT3	21771-47	Protein	20.0	2.966751664051378	0.1571747487171653	926.3	631.6823866542453
HCE003167	2178-55	Hybridization Control Elution	0.0	3.997543645673132	0.005230233787839039	9943.6	458.69213058671534
ABHD4	21780-15	Protein	20.0	2.8726223790252883	0.265491496909059	745.8	1425.9172373991953
ACY3	21781-9	Protein	20.0	2.9745116927373285	0.10307912257785001	943.0	3633.139730280418
CDKL2	21786-25	Protein	0.5	3.5825178836040625	0.21324737178069283	3824.0	5200.957411660098
FR1OP	21793-4	Protein	20.0	3.701032341591937	0.10316547668740886	5023.8	3969.1842904482905
Glutathione peroxidase 3	21796-43	Protein	0.005	3.537982711445016	0.07921093963951337	3451.3	2545.060250143022
HLA-C	21797-4	Protein	20.0	4.439466909565124	0.36954000051754593	27508.5	18155.67277866478
HOME3	21799-15	Protein	20.0	3.7350716784182527	0.11751280712562129	5433.4	3722.6313604303905
NEIL1	21802-53	Protein	20.0	4.077357002356958	0.15604596651139158	11949.7	9116.13410643292
KHDCL	21804-15	Protein	20.0	3.6038802083662906	0.13201144722350971	4016.8	2244.31313349457
MART-1	21810-50	Protein	20.0	3.2450682757183995	0.1082599721002669	1758.2	2037.3997702221718
NO40	21811-20	Protein	20.0	3.0569810366681134	0.16562068604886618	1140.2	5829.490667138816
MGT5A	21813-171	Protein	0.5	3.1924838199026633	0.06922341556983153	1557.7	896.8884974940298
MMAD	21814-13	Protein	20.0	3.193486359709743	0.09124981436919676	1561.3	1462.3617297567387
MOB3B	21815-7	Protein	20.0	3.7940067797887855	0.15703183525092124	6223.1	5708.9550909389945
MYL9	21817-5	Protein	20.0	3.8301008559675944	0.3978754099135625	6762.4	15602.169655201104
NELFE	21819-9	Protein	20.0	2.9875768947269874	0.0933088268450756	971.8	1808.7507028048894
C4b	2182-54	Protein	0.5	4.8317719030829185	0.1087467118550285	67884.7	17319.458146758323
PAL4D	21821-9	Protein	20.0	3.1880280413350808	0.09602008839041323	1541.8	2047.8255120135068
PPM1G	21823-5	Protein	0.5	3.721241621781595	0.09779108813025954	5263.1	2561.165417373037
RHOQ	21827-7	Protein	0.5	3.747264169285308	0.2986336511659278	5588.1	8272.208253971092
RPN2	21828-6	Protein	20.0	3.6105111149000844	0.10695268518010455	4078.6	1683.7668472684538
RS12	21829-8	Protein	20.0	4.081260872440746	0.19158311159605143	12057.6	8339.166200940594
SCCA1	21832-31	Protein	20.0	3.164442085209516	0.10519115846898772	1460.3	2980.6883952991225
sirtuin	21833-6	Protein	20.0	3.6975606057540062	0.1071870144498654	4983.8	3822.770873007124
SNF8	21834-8	Protein	20.0	3.2519300850303683	0.0959953911482975	1786.2	2108.411957052704
SSR1	21836-9	Protein	20.0	2.93379088414342	0.11730430629239873	858.6	4042.487993297616
SSRB	21837-3	Protein	20.0	2.6324572921847245	0.0935698946249575	429.0	794.9081559471084
OBF1	21839-3	Protein	20.0	2.931762888481178	0.3443089625795693	854.6	1708.4630692340381
UB2R2	21848-18	Protein	20.0	4.177614406237554	0.14323826237556544	15052.7	6703.509508096404
UBQL3	21849-2	Protein	20.0	3.7507397512353506	0.22570211363909032	5633.0	5019.933008840327
CLC1A	21853-3	Protein	20.0	3.3388945514383557	0.10389228435640459	2182.2	2198.7397743562774
KHK	21856-59	Protein	20.0	3.236839449473914	0.1054530443697367	1725.2	2323.6070833670533
RACK1	21857-26	Protein	20.0	4.22820780960568	0.314267992548704	16912.5	23827.547059525205
SIAH1	21858-25	Protein	20.0	3.0230877669954452	0.17461748654463655	1054.6	1385.2109629061
PSB10	21861-8	Protein	0.5	4.063183187967576	0.08320145943349029	11566.0	4088.2875633546687
LASP-1	21862-145	Protein	0.5	4.056023940767292	0.5087489969388255	11376.9	19226.95916077384
NUBP2	21863-11	Protein	0.5	3.3910763181213373	0.1218358306356875	2460.8	3713.486851262938
MAK16	21864-20	Protein	20.0	4.175801632848279	0.11765034998965929	14990.0	10181.466457592182
ZFAN3	21875-31	Protein	20.0	3.2329453127452275	0.2837037416806282	1709.8	10544.221980163633
PICK1	21876-266	Protein	20.0	3.104589527179372	0.12937775939853943	1272.3	1367.185690453894
BMP-5	21883-17	Protein	20.0	4.135832049712681	0.1037461034076933	13672.0	3578.84839383615
TIA1	21885-196	Protein	20.0	3.4621882878701635	0.5618653591162717	2898.6	6275.9227034262485
CBLN2	21887-2	Protein	0.5	3.1728655299169857	0.1125542443446981	1488.9	781.024430499627
CG024	21889-2	Protein	20.0	2.9157690659836843	0.1326252309222586	823.7	1076.1543664801559
FBLN7	21891-31	Protein	0.5	4.102018423209741	0.08975675236769023	12647.9	2642.4981676972398
IFNL4	21895-36	Protein	20.0	3.139343756152375	0.09735071089961446	1378.3	2450.974028126005
IL-17/ IL-17F	21897-4	Protein	20.0	2.9822712330395684	0.07679204249276521	960.0	3832.8334531580927
inhibin A	21899-36	Protein	20.0	3.0551106378541464	0.10899872180220997	1135.3	1527.9564356050885
Coagulation Factor XI	2190-55	Protein	0.005	3.581756292310845	0.10112202882946568	3817.3	1164.9781076281865
Integrin a3b1	21901-14	Protein	20.0	2.9739586861067036	0.10973735205148026	941.8	1667.178388522908
Integrin aLb2	21903-6	Protein	20.0	2.4303975913869666	0.07525433770685558	269.4	590.9606159021527
Integrin alpha-2/ b1	21905-10	Protein	20.0	2.511214701136388	0.08726745538846943	324.5	744.6202997084811
Integrin a5b1	21909-10	Protein	20.0	2.73559889969818	0.0733088362261836	544.0	1032.5833924859328
Integrin a5b1	21909-2	Protein	20.0	3.113909943754037	0.08553334200402525	1299.9	1732.4867776774936
NDP	21911-17	Protein	20.0	2.7801011914679115	0.21188130624313187	602.7	2716.8569499564956
TYY2	21913-5	Protein	20.0	3.1294965430166597	0.10239315911597197	1347.4	1929.1520114334444
OTUD3	21915-2	Protein	20.0	2.7971289877965524	0.09672637620862867	626.8	910.455786003709
OTUL	21916-82	Protein	0.5	3.2412475512637164	0.09318902229376633	1742.8	1329.6655785083883
CTACK	2192-63	Protein	20.0	2.7911992464988753	0.0803062094705681	618.3	798.001001212706
SAE1/ SAE2	21923-24	Protein	20.0	3.341731207601339	0.0996866516360279	2196.5	2396.669518025872
TGF-b1	21925-15	Protein	20.0	3.1536929400085505	0.06780399786971454	1424.6	1467.8406858946394
UB2D1/ PolyUbiquitin K48	21926-24	Protein	20.0	4.640687106701811	0.3734155107504758	43720.7	45948.02605638586
UB2D3/ PolyUbiquitin K48	21929-53	Protein	0.5	3.6169164113724683	0.5246520469086862	4139.2	7187.290347249115
UB2L3/ PolyUbiquitin K48	21931-16	Protein	20.0	2.7297315952870354	0.11890770662697342	536.7	598.1123068692029
UB2L3/ PolyUbiquitin K48	21931-27	Protein	20.0	2.5474054596674898	0.06274490690843595	352.7	483.06595988222006
UBA7	21933-7	Protein	20.0	4.734476587832634	0.5142275405355686	54259.6	60109.41189796764
UBE2H	21935-16	Protein	20.0	2.9122752104988123	0.16509076476436113	817.1	1209.6504358112825
ULA1/ UBA3	21939-6	Protein	20.0	3.8442658795409397	0.34112065018021687	6986.6	8938.716478963337
HCE000414	2194-91	Hybridization Control Elution	0.0	4.348271754135059	0.009673577884237715	22298.3	1009.9490985068412
WN10B	21940-12	Protein	20.0	3.2630676822289937	0.12386343183038868	1832.6	6366.098553095761
WNT16	21942-14	Protein	20.0	2.670987603010034	0.09732971428802667	468.8	1939.9438451741441
WNT16	21943-170	Protein	20.0	2.931762888481178	0.06511681365217596	854.6	1217.0270043217013
WNT5B	21945-4	Protein	20.0	3.6309158007184066	0.12022620915972534	4274.8	2664.15848813381
IL-6/ IL-6 sRa Complex	21946-79	Protein	20.0	2.725176301419137	0.0593957615530128	531.1	523.2216261191152
AB1IP	21949-4	Protein	20.0	2.9738664498353784	0.1141747181121526	941.6	2470.6671923175327
ARNT	21951-32	Protein	0.5	3.0725072355288043	0.08286514058275726	1181.7	1175.7460474665277
BAT3	21955-36	Protein	20.0	3.822926124640086	0.23972342037073274	6651.6	8406.536919948134
BCAP	21957-12	Protein	20.0	2.9161906599805376	0.07732092439247096	824.5	1133.8101826730997
ABR	21958-4	Protein	20.0	3.4970264545242764	0.28542225414704253	3140.7	9909.237655846335
CD2AP	21961-14	Protein	20.0	2.963362766103736	0.2121538672769631	919.1	1699.2033833430417
DAB2	21963-48	Protein	20.0	4.328169541698419	0.5595847823050324	21289.7	30558.074416427364
DHI1	21967-20	Protein	20.0	3.8014174315851643	0.12860693759102906	6330.2	2338.483742487338
DPP6	21969-5	Protein	20.0	2.6053050461411096	0.1034230200594782	403.0	1182.342129355414
FLI1	21971-47	Protein	20.0	3.416923289055086	0.5877591087251498	2611.7	10552.86505668609
ICA69	21975-22	Protein	20.0	3.220474206129218	0.1658666571628821	1661.4	2812.037527650172
IKK-gamma	21976-4	Protein	20.0	2.958993665030326	0.36731659591772486	909.9	3431.472981034965
Integrin a6	21979-12	Protein	20.0	3.0952739880981817	0.08322971380924082	1245.3	1101.08272805735
Integrin a6	21979-8	Protein	20.0	2.8627870982353443	0.06930388089627494	729.1	665.6311770723013
Integrin alpha-M	21981-2	Protein	20.0	2.6337713460825554	0.10386074228186955	430.3	2602.646161286475
ITBP2	21985-61	Protein	20.0	3.4616785701001427	0.3877582343323224	2895.2	11659.297665393808
LPL	21987-76	Protein	0.5	3.432568465297358	0.07751985358047955	2707.5	789.0403863011958
M4K5	21989-12	Protein	20.0	3.675650050095353	0.569987456476681	4738.6	9512.150185932753
NEB2	21991-79	Protein	20.0	3.6988657611506794	0.596791435943412	4998.8	16562.802762026484
NOS	21995-20	Protein	20.0	2.862667950228588	0.0736672190713983	728.9	1053.2589043796072
NUB1	21996-28	Protein	20.0	3.6304787262026363	0.35882275962238275	4270.5	8337.656808193697
